-9.743125606363961522e-02,5.548615118729161716e-02,-2.301727642253842965e-01,-1.807864902021006637e-01,-1.471587845579774012e-01,1.016859111603697213e-01,-2.579005039060822124e-01,-9.877052065856377350e-02,-4.219318563413241296e-01,-6.698403310387238130e-02,-4.854885031042634469e-01,-3.394946226713069226e-01
-3.813446983571459614e-01,-5.213638393095884060e-01,-4.083492587651789685e-01,2.864096770462890018e-01,2.712437079691317199e-01,-3.828211856612488175e-03,-4.402879118681330417e-01,-1.670471869789501296e-01,-5.849109284316748036e-01,-2.015919671324596929e-01,-1.892750083460711108e-01,-1.893109495122988484e-01
-2.801332822406932266e-01,-1.472153833030474812e-01,-2.584008838948655407e-01,5.384517955037296938e-02,-7.060621715564626699e-01,-1.246866678820105934e+00,-1.925588295129929961e-01,-1.886764433040451772e-01,-1.946305637899329311e-01,1.170200231164809880e-03,-3.226111658329484655e-01,-3.717388654578309137e-01
1.115849434884201365e-05,8.449564751249341189e-06,7.057702241717531957e-06,3.387691582906355579e-07,3.954342577383978731e-07,2.586640463482759088e-06,4.711145331764149272e-04,1.151293758208033261e-04,5.634071603248192112e-04,5.845704463012221399e-06,7.645218295878652753e-06,9.886873632172626383e-06
-1.436871429687109659e-02,3.172590892625073433e-01,-3.862395893060877605e-01,-3.637467085584800142e-02,2.176481339847961549e-01,-2.212116821449225113e-01,1.059618001654629021e-01,-2.126027521862533798e-01,8.089443292397757723e-02,-1.275959328748290933e-01,2.302952665283117539e-01,-1.424796612174096255e-01
5.545604945322231139e-01,3.501384150927281946e-01,8.367104830609877197e-01,2.514899559753730821e-02,8.115015686292269270e-03,1.732153117627490205e-02,5.535100800319465303e-02,2.527782350912638129e-02,3.554199077775808263e-02,-2.796530576155783487e-01,-1.365008587917888594e-01,4.277737453157498537e-01
1.642634608637844951e-04,4.560515684021943590e-05,1.294742092870357819e-04,-2.000573102028315592e-02,-3.404224108152460737e-02,-1.729663565461453667e-01,-5.542791801061325296e-01,2.292264224074517798e-01,-5.264718598757445189e-01,1.079171183628225394e+00,7.141322833568319872e-02,1.628019842396636052e-01
-1.307114297427013072e-01,-2.163579522213500139e-01,-6.937509258368633469e-02,-3.476500442238540656e-02,-9.253561687281693093e-02,-2.899799991240239461e-01,-1.648943197536867356e-01,-6.969853847629750576e-02,-5.054478995698738486e-02,-2.568618153460327513e-01,-9.505365672376222402e-03,-6.165683802884814463e-02
-2.284343982062692069e-01,-8.113854051663296763e-02,-1.494923605854147908e-01,-1.214543356075962338e-02,-1.616064485036428425e-02,-6.238741784150847458e-03,-8.460780244962211316e-02,5.839991008220327684e-01,-3.503063482551468932e-02,-8.607570910085954319e-02,3.556183852585861199e-02,-1.056278040221394210e-01
2.120801585141378234e-07,3.243437637289794207e-07,4.475626447076677325e-07,7.912054066302431364e-08,2.502524724618596713e-07,4.217043363843844680e-08,3.350811659369169048e-07,1.466051341628657500e-06,1.982531241201061700e-06,7.092121787921311786e-07,2.116987102959809695e-06,6.296915361259608757e-07
-6.033886289615559839e-01,1.583812329160062815e-02,2.290190666131342312e-01,2.583560061269097371e-03,4.594046377475853593e-03,7.276430575860310355e-03,1.852746101321508243e-01,-4.188068819817807320e-01,1.336108621784929951e-01,3.126334909352443403e-01,4.603688396390901438e-01,3.896852934976275940e-01
-9.857995542910588660e-02,-1.046673391718728613e-01,-1.004610086820070802e-01,-1.022538829084201073e-01,-5.841287318483689983e-02,-1.978719196845351858e-01,-1.275732471360254139e-01,-1.338880723224595282e-01,-2.422142646683627110e-01,5.174306392015374234e-01,8.366717799383395215e-01,2.809481464900518422e-01
-2.534032753617443401e-01,-3.550498505974864494e-01,-1.948874273652282108e-01,-2.787298945277710271e-01,-5.300757669484911228e-01,-1.591418408753680902e-01,-2.804402256315157715e-01,-3.006532516870270566e-01,-1.060917734034921844e-01,-5.849162581285645250e-03,-4.615320365223699386e-03,-5.497265110182855338e-03
-3.708312992868126323e-04,-3.198766319594599939e-04,-2.300197722227454735e-04,-8.356954018406117981e-04,-1.082364027606255762e-03,-5.224673623049222665e-04,-4.223566679344549768e-01,-3.436893868158086840e-01,-3.773795241291525993e-01,-2.863081193911328620e-02,-4.092267443982920694e-02,-5.016562377466888406e-02
-5.463393416109618012e-02,5.246220802894527857e-01,-6.800719466731515173e-01,-5.589773110207915119e-01,-2.819380124225588924e-01,6.243837765574619114e-01,-1.759618685050614306e-01,1.703955525255547165e-01,-3.767292730306742027e-02,3.420288071335619851e-01,-7.843875995658459166e-01,2.337111399881925677e-01
-1.163301900575702602e-03,-6.367688086805964581e-04,-2.790372158255594991e-03,-1.448666104082588051e-02,-3.359756919681292087e-02,-7.116488137805752900e-02,3.368807122243404062e-01,-1.603295495844818119e-01,4.387762660974328655e-01,-3.780543122215800772e-02,6.732863777932599492e-01,7.955706086616937123e-01
-1.526314143730146677e-01,1.229565880678621659e-01,-3.147249819280618643e-01,-5.943660551704083028e-01,3.026270436913973128e-01,-1.321006224210895530e+00,4.510965958029568290e-02,-5.484181925649699724e-02,-1.176943487038655811e-01,-4.135621165330673477e-01,-5.964689079709158126e-02,-1.620378723876998439e-01
