9.986222029011696533e-01,4.562571977647067434e-04,4.562571977647067434e-04,4.562571977647067434e-04,9.986222029011696533e-01,4.562571977647067434e-04,4.562571977647067434e-04,4.562571977647067434e-04,9.986222029011696533e-01,9.986222029011696533e-01,4.562571977647067434e-04,4.562571977647067434e-04,4.562571977647067434e-04,9.986222029011696533e-01,4.562571977647067434e-04,4.562571977647067434e-04,4.562571977647067434e-04,9.986222029011696533e-01,9.986222029011687651e-01,4.562571977639273105e-04,4.562571977636351722e-04,4.562571977639273105e-04,9.986222029011689871e-01,4.562571977638021394e-04,4.562571977636351722e-04,4.562571977638021394e-04,9.986222029011684320e-01,9.986130458297506340e-01,4.408730965256258088e-04,4.425209346584196282e-04,4.408730965256258088e-04,9.986015054019705683e-01,4.364343450016341160e-04,4.425209346584196282e-04,4.364343450016341160e-04,9.986060066897385346e-01
9.937158070107620089e-01,-6.024383054965088378e-03,-4.220469309736344342e-03,-6.024383054965088378e-03,9.876866374240034219e-01,-6.756148069355755528e-03,-4.220469309736344342e-03,-6.756148069355755528e-03,9.927957266918495671e-01,9.889292320543646708e-01,-1.457233557192377793e-02,-5.306014798601324349e-03,-1.457233557192377793e-02,9.899330167628519472e-01,-5.139676880930913426e-03,-5.306014798601324349e-03,-5.139676880930913426e-03,1.001889729979063670e+00,9.934510792355487618e-01,-6.882017645058952689e-04,-1.295830915741107928e-03,-6.882017645058952689e-04,9.939297163657333511e-01,-7.312376229446469625e-04,-1.295830915741107928e-03,-7.312376229446469625e-04,9.929419458271128152e-01,9.937665296720988861e-01,-6.441639417369033086e-04,-6.441785702301493655e-04,-6.441639417369033086e-04,9.937761583513441410e-01,-6.395618832341077838e-04,-6.441785702301493655e-04,-6.395618832341077838e-04,9.937761314115343136e-01
9.976336416853338607e-01,8.750159544750614981e-05,8.750156355983290245e-05,8.750159544750614981e-05,9.976336417450979432e-01,8.750159898628659741e-05,8.750156355983290245e-05,8.750159898628659741e-05,9.976336416973589083e-01,9.977351095852711182e-01,7.413640732048586233e-05,6.493572300331716934e-05,7.413640732048586233e-05,9.973267517745891819e-01,-6.027091181967435089e-04,6.493572300331716934e-05,-6.027091181967435089e-04,9.965701918920190083e-01,9.976336417634237286e-01,8.750163905907197873e-05,8.750163887728699887e-05,8.750163905907197873e-05,9.976336417636586518e-01,8.750163899695920179e-05,8.750163887728699887e-05,8.750163899695920179e-05,9.976336417632966080e-01,9.976336418159004182e-01,8.750156953487955890e-05,8.750155887784916565e-05,8.750156953487955890e-05,9.976336408175520143e-01,8.750050059928960009e-05,8.750155887784916565e-05,8.750050059928960009e-05,9.976336405161547738e-01
1.195129585669585159e+00,-6.152905025614430895e-02,-5.171815794531776228e-02,-6.152905025614430895e-02,1.228730111470310638e+00,-3.956985729388133588e-02,-5.171815794531776228e-02,-3.956985729388133588e-02,1.242425210769759980e+00,1.307267791983500516e+00,-3.296917463520471474e-03,-1.474236918308215183e-02,-3.296917463520471474e-03,1.306628097370070574e+00,-1.693179434704643674e-02,-1.474236918308215183e-02,-1.693179434704643674e-02,1.208673144370761454e+00,1.094710814852028813e+00,-2.670451210090175539e-02,-1.204726361243054072e-01,-2.670451210090175539e-02,1.188190420578643103e+00,-3.163478069817146632e-02,-1.204726361243054072e-01,-3.163478069817146632e-02,1.052373501874245942e+00,1.248839105681539774e+00,-3.818054646550690656e-02,-4.889483122141140281e-02,-3.818054646550690656e-02,1.229033529080410192e+00,-6.334264395588543040e-02,-4.889483122141140281e-02,-6.334264395588543040e-02,1.197078348568575201e+00
9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01,3.986267410617870370e-04,3.986267410617870370e-04,3.986267410617870370e-04,9.991472367197274940e-01
9.949316527486937733e-01,-5.867823965609123352e-03,-3.280062966007551983e-02,-5.867823965609123352e-03,1.010955171168519184e+00,-1.236639819187959968e-02,-3.280062966007551983e-02,-1.236639819187959968e-02,9.511100573489897902e-01,1.044536159669835484e+00,-1.711189580026966153e-02,-4.199724245805649264e-02,-1.711189580026966153e-02,1.104182564864943261e+00,-1.086089611945116606e-02,-4.199724245805649264e-02,-1.086089611945116606e-02,1.080001703122036805e+00,1.020858995390450552e+00,-2.904738785469590870e-02,-4.319125967462028592e-02,-2.904738785469590870e-02,1.080112651450481298e+00,-1.731391273087191582e-02,-4.319125967462028592e-02,-1.731391273087191582e-02,1.065200775790469567e+00,9.905042386880800187e-01,-1.958816653631248461e-03,2.004854371122158970e-03,-1.958816653631248461e-03,9.923193958964809935e-01,2.042068199839023983e-03,2.004854371122158970e-03,2.042068199839023983e-03,9.956573656583742604e-01
1.145879705433288542e+00,-2.532696628013255194e-02,-7.771997370594277421e-02,-2.532696628013255194e-02,1.239818123679583772e+00,-1.951815098613840158e-02,-7.771997370594277421e-02,-1.951815098613840158e-02,1.184676660982485252e+00,9.905618596155979505e-01,1.710534333009801041e-03,1.707236752793822717e-03,1.710534333009801041e-03,9.905611380455245918e-01,1.706301897074811698e-03,1.707236752793822717e-03,1.706301897074811698e-03,9.905480414161385028e-01,9.890835118214547084e-01,1.664411398439739074e-03,6.575439559946688877e-05,1.664411398439739074e-03,9.907880840626355212e-01,1.666082653928343919e-03,6.575439559946688877e-05,1.666082653928343919e-03,9.891991344643435990e-01,8.447832955385672360e-01,-3.148288797254138530e-03,-2.087414066168565355e-02,-3.148288797254138530e-03,1.044992212339896476e+00,1.164777522168069721e-03,-2.087414066168565355e-02,1.164777522168069721e-03,1.042563469507278073e+00
9.995865779975429133e-01,7.802598565261023616e-06,7.802598565261328547e-06,7.802598565261023616e-06,9.995865779975429133e-01,7.802598565261228598e-06,7.802598565261328547e-06,7.802598565261228598e-06,9.995865779975429133e-01,9.995867916442269241e-01,6.607730794940900256e-06,4.265742240029932873e-06,6.607730794940900256e-06,9.995844997543279487e-01,-4.899857741723400019e-07,4.265742240029932873e-06,-4.899857741723400019e-07,9.995627548844232546e-01,9.995865779975429133e-01,7.802598565261489484e-06,7.802598565261489484e-06,7.802598565261489484e-06,9.995865779975429133e-01,7.802598565261489484e-06,7.802598565261489484e-06,7.802598565261489484e-06,9.995865779975429133e-01,9.995865779975429133e-01,7.802598565261348876e-06,7.802598565260888090e-06,7.802598565261348876e-06,9.995865779975429133e-01,7.802598565261452214e-06,7.802598565260888090e-06,7.802598565261452214e-06,9.995865779975429133e-01
9.874994351050166985e-01,-2.037485819710544138e-03,-3.631001648669678755e-03,-2.037485819710544138e-03,9.913324730649595296e-01,-1.823556107565464613e-03,-3.631001648669678755e-03,-1.823556107565464613e-03,9.903084774419409486e-01,9.909776476817138136e-01,-1.603116446079773947e-03,-1.588400143797432957e-03,-1.603116446079773947e-03,9.909626105446098787e-01,-1.589756520080984684e-03,-1.588400143797432957e-03,-1.589756520080984684e-03,9.909884039039651427e-01,1.009821370839697252e+00,-4.878531594871384977e-03,-1.936652837147485959e-03,-4.878531594871384977e-03,9.158433358094670851e-01,-1.161138739881978355e-02,-1.936652837147485959e-03,-1.161138739881978355e-02,1.008868379088654343e+00,9.952437174342861903e-01,-2.019945284309124581e-02,-5.848383213133120928e-03,-2.019945284309124581e-02,9.460581195568679158e-01,-1.428068100093770297e-02,-5.848383213133120928e-03,-1.428068100093770297e-02,9.985864819120525704e-01
1.319681101400496992e+00,-3.834498291267356140e-02,-5.324369778742966963e-02,-3.834498291267356140e-02,1.285284523558662295e+00,-8.202193949510647175e-02,-5.324369778742966963e-02,-8.202193949510647175e-02,1.230843486195599912e+00,1.345001637542389439e+00,-4.879179790543818757e-02,-7.572317509248601038e-03,-4.879179790543818757e-02,1.203255584380557686e+00,-2.550610679300800362e-02,-7.572317509248601038e-03,-2.550610679300800362e-02,1.356193365144365170e+00,1.312449175257309086e+00,-1.857936744217918851e-02,-2.538936036331078741e-02,-1.857936744217918851e-02,1.231104913107375687e+00,-1.153488112019976919e-01,-2.538936036331078741e-02,-1.153488112019976919e-01,1.159685677369468371e+00,1.295815972456930920e+00,-6.595945291936450294e-02,-1.900743812359551380e-02,-6.595945291936450294e-02,1.117833818515614475e+00,-5.841618267716157387e-02,-1.900743812359551380e-02,-5.841618267716157387e-02,1.300552409475680848e+00
